Orders.Sub-Category,Orders.Segment,Orders.Region,Orders.Ship Mode,Orders.Customer Name,Orders.Country,Orders.Category,Orders.State,Orders.City,CountNonNull(Orders.Postal Code),Sum(Orders.Discount)
Appliances,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Houston,1,0.2
Binders,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Houston,1,0.8
Fasteners,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Houston,,
Appliances,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Fort Worth,,
Art,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Fort Worth,,
Binders,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Fort Worth,1,0.8
Fasteners,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Fort Worth,,
Paper,Consumer,Central,First Class,Nathan Cano,United States,Office Supplies,Texas,Fort Worth,,
Appliances,Consumer,Central,First Class,Tim Brockman,United States,Office Supplies,Texas,Austin,,
Art,Consumer,Central,First Class,Tim Brockman,United States,Office Supplies,Texas,Austin,,
Binders,Consumer,Central,First Class,Tim Brockman,United States,Office Supplies,Texas,Austin,2,1.6
Fasteners,Consumer,Central,First Class,Tim Brockman,United States,Office Supplies,Texas,Austin,,
Paper,Consumer,Central,First Class,Tim Brockman,United States,Office Supplies,Texas,Austin,,
Appliances,Consumer,Central,First Class,Tom Prescott,United States,Office Supplies,Texas,Dallas,,
Art,Consumer,Central,First Class,Tom Prescott,United States,Office Supplies,Texas,Dallas,,
Binders,Consumer,Central,First Class,Tom Prescott,United States,Office Supplies,Texas,Dallas,2,1.6
Fasteners,Consumer,Central,First Class,Tom Prescott,United States,Office Supplies,Texas,Dallas,,
Paper,Consumer,Central,First Class,Tom Prescott,United States,Office Supplies,Texas,Dallas,,
Appliances,Consumer,Central,First Class,Luke Weiss,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,First Class,Luke Weiss,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,First Class,Luke Weiss,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,First Class,Luke Weiss,United States,Office Supplies,Illinois,Chicago,1,0.2
Paper,Consumer,Central,First Class,Luke Weiss,United States,Office Supplies,Illinois,Chicago,1,0.2
Appliances,Consumer,Central,First Class,Jack Lebron,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,First Class,Jack Lebron,United States,Office Supplies,Texas,Houston,,
Binders,Consumer,Central,First Class,Jack Lebron,United States,Office Supplies,Texas,Houston,1,0.8
Fasteners,Consumer,Central,First Class,Jack Lebron,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,First Class,Jack Lebron,United States,Office Supplies,Texas,Houston,1,0.2
Appliances,Consumer,Central,First Class,Mark Van Huff,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,First Class,Mark Van Huff,United States,Office Supplies,Texas,Houston,,
Binders,Consumer,Central,First Class,Mark Van Huff,United States,Office Supplies,Texas,Houston,1,0.8
Fasteners,Consumer,Central,First Class,Mark Van Huff,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,First Class,Mark Van Huff,United States,Office Supplies,Texas,Houston,1,0.2
Appliances,Consumer,Central,First Class,Natalie Fritzler,United States,Office Supplies,Texas,Edinburg,,
Art,Consumer,Central,First Class,Natalie Fritzler,United States,Office Supplies,Texas,Edinburg,,
Binders,Consumer,Central,First Class,Natalie Fritzler,United States,Office Supplies,Texas,Edinburg,1,0.8
Fasteners,Consumer,Central,First Class,Natalie Fritzler,United States,Office Supplies,Texas,Edinburg,,
Paper,Consumer,Central,First Class,Natalie Fritzler,United States,Office Supplies,Texas,Edinburg,1,0.2
Appliances,Consumer,Central,First Class,Troy Staebel,United States,Office Supplies,Illinois,Freeport,,
Art,Consumer,Central,First Class,Troy Staebel,United States,Office Supplies,Illinois,Freeport,,
Binders,Consumer,Central,First Class,Troy Staebel,United States,Office Supplies,Illinois,Freeport,1,0.8
Fasteners,Consumer,Central,First Class,Troy Staebel,United States,Office Supplies,Illinois,Freeport,,
Paper,Consumer,Central,First Class,Troy Staebel,United States,Office Supplies,Illinois,Freeport,1,0.2
Appliances,Consumer,Central,First Class,Anthony Witt,United States,Office Supplies,Texas,Allen,,
Art,Consumer,Central,First Class,Anthony Witt,United States,Office Supplies,Texas,Allen,,
Binders,Consumer,Central,First Class,Anthony Witt,United States,Office Supplies,Texas,Allen,1,0.8
Fasteners,Consumer,Central,First Class,Anthony Witt,United States,Office Supplies,Texas,Allen,,
Paper,Consumer,Central,First Class,Anthony Witt,United States,Office Supplies,Texas,Allen,,
Appliances,Consumer,Central,First Class,Dennis Kane,United States,Office Supplies,Texas,Abilene,1,0.8
Art,Consumer,Central,First Class,Dennis Kane,United States,Office Supplies,Texas,Abilene,,
Binders,Consumer,Central,First Class,Dennis Kane,United States,Office Supplies,Texas,Abilene,,
Fasteners,Consumer,Central,First Class,Dennis Kane,United States,Office Supplies,Texas,Abilene,,
Paper,Consumer,Central,First Class,Dennis Kane,United States,Office Supplies,Texas,Abilene,,
Appliances,Consumer,Central,First Class,Evan Henry,United States,Office Supplies,Texas,Pasadena,,
Art,Consumer,Central,First Class,Evan Henry,United States,Office Supplies,Texas,Pasadena,,
Binders,Consumer,Central,First Class,Evan Henry,United States,Office Supplies,Texas,Pasadena,1,0.8
Fasteners,Consumer,Central,First Class,Evan Henry,United States,Office Supplies,Texas,Pasadena,,
Paper,Consumer,Central,First Class,Evan Henry,United States,Office Supplies,Texas,Pasadena,,
Appliances,Consumer,Central,First Class,Guy Thornton,United States,Office Supplies,Illinois,Rockford,,
Art,Consumer,Central,First Class,Guy Thornton,United States,Office Supplies,Illinois,Rockford,,
Binders,Consumer,Central,First Class,Guy Thornton,United States,Office Supplies,Illinois,Rockford,1,0.8
Fasteners,Consumer,Central,First Class,Guy Thornton,United States,Office Supplies,Illinois,Rockford,,
Paper,Consumer,Central,First Class,Guy Thornton,United States,Office Supplies,Illinois,Rockford,,
Appliances,Consumer,Central,First Class,Joe Kamberova,United States,Office Supplies,Illinois,Des Plaines,,
Art,Consumer,Central,First Class,Joe Kamberova,United States,Office Supplies,Illinois,Des Plaines,,
Binders,Consumer,Central,First Class,Joe Kamberova,United States,Office Supplies,Illinois,Des Plaines,1,0.8
Fasteners,Consumer,Central,First Class,Joe Kamberova,United States,Office Supplies,Illinois,Des Plaines,,
Paper,Consumer,Central,First Class,Joe Kamberova,United States,Office Supplies,Illinois,Des Plaines,,
Appliances,Consumer,Central,First Class,Keith Herrera,United States,Office Supplies,Texas,Dallas,,
Art,Consumer,Central,First Class,Keith Herrera,United States,Office Supplies,Texas,Dallas,,
Binders,Consumer,Central,First Class,Keith Herrera,United States,Office Supplies,Texas,Dallas,1,0.8
Fasteners,Consumer,Central,First Class,Keith Herrera,United States,Office Supplies,Texas,Dallas,,
Paper,Consumer,Central,First Class,Keith Herrera,United States,Office Supplies,Texas,Dallas,,
Appliances,Consumer,Central,First Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,First Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,First Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,First Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,First Class,Laurel Elliston,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,First Class,Matt Collins,United States,Office Supplies,Illinois,Chicago,1,0.8
Art,Consumer,Central,First Class,Matt Collins,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,First Class,Matt Collins,United States,Office Supplies,Illinois,Chicago,,
Fasteners,Consumer,Central,First Class,Matt Collins,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,First Class,Matt Collins,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,First Class,Max Engle,United States,Office Supplies,Texas,Dallas,1,0.8
Art,Consumer,Central,First Class,Max Engle,United States,Office Supplies,Texas,Dallas,,
Binders,Consumer,Central,First Class,Max Engle,United States,Office Supplies,Texas,Dallas,,
Fasteners,Consumer,Central,First Class,Max Engle,United States,Office Supplies,Texas,Dallas,,
Paper,Consumer,Central,First Class,Max Engle,United States,Office Supplies,Texas,Dallas,,
Appliances,Consumer,Central,First Class,Neoma Murray,United States,Office Supplies,Illinois,Chicago,,
Art,Consumer,Central,First Class,Neoma Murray,United States,Office Supplies,Illinois,Chicago,,
Binders,Consumer,Central,First Class,Neoma Murray,United States,Office Supplies,Illinois,Chicago,1,0.8
Fasteners,Consumer,Central,First Class,Neoma Murray,United States,Office Supplies,Illinois,Chicago,,
Paper,Consumer,Central,First Class,Neoma Murray,United States,Office Supplies,Illinois,Chicago,,
Appliances,Consumer,Central,First Class,Ralph Arnett,United States,Office Supplies,Illinois,Peoria,,
Art,Consumer,Central,First Class,Ralph Arnett,United States,Office Supplies,Illinois,Peoria,,
Binders,Consumer,Central,First Class,Ralph Arnett,United States,Office Supplies,Illinois,Peoria,1,0.8
Fasteners,Consumer,Central,First Class,Ralph Arnett,United States,Office Supplies,Illinois,Peoria,,
Paper,Consumer,Central,First Class,Ralph Arnett,United States,Office Supplies,Illinois,Peoria,,
Appliances,Consumer,Central,First Class,Sarah Jordon,United States,Office Supplies,Illinois,Quincy,,
Art,Consumer,Central,First Class,Sarah Jordon,United States,Office Supplies,Illinois,Quincy,,
Binders,Consumer,Central,First Class,Sarah Jordon,United States,Office Supplies,Illinois,Quincy,1,0.8
Fasteners,Consumer,Central,First Class,Sarah Jordon,United States,Office Supplies,Illinois,Quincy,,
Paper,Consumer,Central,First Class,Sarah Jordon,United States,Office Supplies,Illinois,Quincy,,
Appliances,Consumer,Central,First Class,Tamara Dahlen,United States,Office Supplies,Texas,Garland,,
Art,Consumer,Central,First Class,Tamara Dahlen,United States,Office Supplies,Texas,Garland,,
Binders,Consumer,Central,First Class,Tamara Dahlen,United States,Office Supplies,Texas,Garland,1,0.8
Fasteners,Consumer,Central,First Class,Tamara Dahlen,United States,Office Supplies,Texas,Garland,,
Paper,Consumer,Central,First Class,Tamara Dahlen,United States,Office Supplies,Texas,Garland,,
Appliances,Consumer,Central,First Class,William Brown,United States,Office Supplies,Texas,La Porte,,
Art,Consumer,Central,First Class,William Brown,United States,Office Supplies,Texas,La Porte,,
Binders,Consumer,Central,First Class,William Brown,United States,Office Supplies,Texas,La Porte,1,0.8
Fasteners,Consumer,Central,First Class,William Brown,United States,Office Supplies,Texas,La Porte,,
Paper,Consumer,Central,First Class,William Brown,United States,Office Supplies,Texas,La Porte,,
Appliances,Consumer,Central,First Class,Greg Tran,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,First Class,Greg Tran,United States,Office Supplies,Texas,Houston,1,0.2
Binders,Consumer,Central,First Class,Greg Tran,United States,Office Supplies,Texas,Houston,,
Fasteners,Consumer,Central,First Class,Greg Tran,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,First Class,Greg Tran,United States,Office Supplies,Texas,Houston,2,0.4
Appliances,Consumer,Central,First Class,John Stevenson,United States,Office Supplies,Texas,Harlingen,,
Art,Consumer,Central,First Class,John Stevenson,United States,Office Supplies,Texas,Harlingen,1,0.2
Binders,Consumer,Central,First Class,John Stevenson,United States,Office Supplies,Texas,Harlingen,,
Fasteners,Consumer,Central,First Class,John Stevenson,United States,Office Supplies,Texas,Harlingen,,
Paper,Consumer,Central,First Class,John Stevenson,United States,Office Supplies,Texas,Harlingen,1,0.2
Appliances,Consumer,Central,First Class,Nat Carroll,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,First Class,Nat Carroll,United States,Office Supplies,Texas,Houston,1,0.2
Binders,Consumer,Central,First Class,Nat Carroll,United States,Office Supplies,Texas,Houston,,
Fasteners,Consumer,Central,First Class,Nat Carroll,United States,Office Supplies,Texas,Houston,1,0.2
Paper,Consumer,Central,First Class,Nat Carroll,United States,Office Supplies,Texas,Houston,,
Appliances,Consumer,Central,First Class,Barry Gonzalez,United States,Office Supplies,Texas,The Colony,,
Art,Consumer,Central,First Class,Barry Gonzalez,United States,Office Supplies,Texas,The Colony,,
Binders,Consumer,Central,First Class,Barry Gonzalez,United States,Office Supplies,Texas,The Colony,,
Fasteners,Consumer,Central,First Class,Barry Gonzalez,United States,Office Supplies,Texas,The Colony,,
Paper,Consumer,Central,First Class,Barry Gonzalez,United States,Office Supplies,Texas,The Colony,1,0.2
Appliances,Consumer,Central,First Class,Bobby Trafton,United States,Office Supplies,Illinois,Frankfort,,
Art,Consumer,Central,First Class,Bobby Trafton,United States,Office Supplies,Illinois,Frankfort,,
Binders,Consumer,Central,First Class,Bobby Trafton,United States,Office Supplies,Illinois,Frankfort,,
Fasteners,Consumer,Central,First Class,Bobby Trafton,United States,Office Supplies,Illinois,Frankfort,,
Paper,Consumer,Central,First Class,Bobby Trafton,United States,Office Supplies,Illinois,Frankfort,1,0.2
Appliances,Consumer,Central,First Class,Clay Cheatham,United States,Office Supplies,Texas,Plano,,
Art,Consumer,Central,First Class,Clay Cheatham,United States,Office Supplies,Texas,Plano,,
Binders,Consumer,Central,First Class,Clay Cheatham,United States,Office Supplies,Texas,Plano,,
Fasteners,Consumer,Central,First Class,Clay Cheatham,United States,Office Supplies,Texas,Plano,,
Paper,Consumer,Central,First Class,Clay Cheatham,United States,Office Supplies,Texas,Plano,1,0.2
Appliances,Consumer,Central,First Class,Dan Campbell,United States,Office Supplies,Texas,Arlington,,
Art,Consumer,Central,First Class,Dan Campbell,United States,Office Supplies,Texas,Arlington,1,0.2
Binders,Consumer,Central,First Class,Dan Campbell,United States,Office Supplies,Texas,Arlington,,
Fasteners,Consumer,Central,First Class,Dan Campbell,United States,Office Supplies,Texas,Arlington,,
Paper,Consumer,Central,First Class,Dan Campbell,United States,Office Supplies,Texas,Arlington,,
Appliances,Consumer,Central,First Class,Joe Elijah,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,First Class,Joe Elijah,United States,Office Supplies,Texas,Houston,,
Binders,Consumer,Central,First Class,Joe Elijah,United States,Office Supplies,Texas,Houston,,
Fasteners,Consumer,Central,First Class,Joe Elijah,United States,Office Supplies,Texas,Houston,,
Paper,Consumer,Central,First Class,Joe Elijah,United States,Office Supplies,Texas,Houston,1,0.2
Appliances,Consumer,Central,First Class,Kelly Andreada,United States,Office Supplies,Illinois,Aurora,,
Art,Consumer,Central,First Class,Kelly Andreada,United States,Office Supplies,Illinois,Aurora,,
Binders,Consumer,Central,First Class,Kelly Andreada,United States,Office Supplies,Illinois,Aurora,,
Fasteners,Consumer,Central,First Class,Kelly Andreada,United States,Office Supplies,Illinois,Aurora,,
Paper,Consumer,Central,First Class,Kelly Andreada,United States,Office Supplies,Illinois,Aurora,1,0.2
Appliances,Consumer,Central,First Class,Lynn Smith,United States,Office Supplies,Texas,Houston,,
Art,Consumer,Central,First Class,Lynn Smith,United States,Office Supplies,Texas,Houston,,
Binders,Consumer,Central,First Class,Lynn Smith,United States,Office Supplies,Texas,Houston,,
Fasteners,Consumer,Central,First Class,Lynn Smith,United States,Office Supplies,Texas,Houston,,
