Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Sub-Category,Orders.Country,Orders.Customer Name,Sum(Orders.Profit),CountNonNull(Orders.Row ID),Sum(Orders.Sales),Sum(Orders.Discount),Sum(Orders.Quantity)
Qtr 4,2015,Art,United States,John Dryer,,,,,
Qtr 2,2016,Art,United States,John Dryer,,,,,
Qtr 3,2016,Art,United States,John Dryer,,,,,
Qtr 4,2016,Art,United States,John Dryer,,,,,
Qtr 2,2017,Art,United States,John Dryer,,,,,
Qtr 3,2017,Art,United States,John Dryer,6.956999999999999,2,23.312000000000005,0.4,12
Qtr 4,2017,Art,United States,John Dryer,,,,,
Qtr 2,2014,Art,United States,John Grady,,,,,
Qtr 3,2014,Art,United States,John Grady,,,,,
Qtr 4,2014,Art,United States,John Grady,,,,,
Qtr 2,2015,Art,United States,John Grady,,,,,
Qtr 3,2015,Art,United States,John Grady,,,,,
Qtr 4,2015,Art,United States,John Grady,,,,,
Qtr 2,2016,Art,United States,John Grady,6.615,1,14.7,0,5
Qtr 3,2016,Art,United States,John Grady,,,,,
Qtr 4,2016,Art,United States,John Grady,,,,,
Qtr 2,2017,Art,United States,John Grady,5.2113,1,17.97,0,3
Qtr 3,2017,Art,United States,John Grady,,,,,
Qtr 4,2017,Art,United States,John Grady,,,,,
Qtr 2,2014,Art,United States,John Lee,7.352299999999998,2,23.869999999999997,0,9
Qtr 3,2014,Art,United States,John Lee,,,,,
Qtr 4,2014,Art,United States,John Lee,,,,,
Qtr 2,2015,Art,United States,John Lee,,,,,
Qtr 3,2015,Art,United States,John Lee,,,,,
Qtr 4,2015,Art,United States,John Lee,,,,,
Qtr 2,2016,Art,United States,John Lee,,,,,
Qtr 3,2016,Art,United States,John Lee,,,,,
Qtr 4,2016,Art,United States,John Lee,,,,,
Qtr 2,2017,Art,United States,John Lee,,,,,
Qtr 3,2017,Art,United States,John Lee,2.131999999999999,1,13.120000000000001,0.2,5
Qtr 4,2017,Art,United States,John Lee,,,,,
Qtr 2,2014,Art,United States,John Murray,,,,,
Qtr 3,2014,Art,United States,John Murray,,,,,
Qtr 4,2014,Art,United States,John Murray,,,,,
Qtr 2,2015,Art,United States,John Murray,,,,,
Qtr 3,2015,Art,United States,John Murray,0.2592,1,2.304,0.2,1
Qtr 4,2015,Art,United States,John Murray,,,,,
Qtr 2,2016,Art,United States,John Murray,,,,,
Qtr 3,2016,Art,United States,John Murray,,,,,
Qtr 4,2016,Art,United States,John Murray,,,,,
Qtr 2,2017,Art,United States,John Murray,,,,,
Qtr 3,2017,Art,United States,John Murray,,,,,
Qtr 4,2017,Art,United States,John Murray,,,,,
Qtr 2,2014,Art,United States,Jonathan Doherty,1.1159999999999979,1,17.856,0.2,4
Qtr 3,2014,Art,United States,Jonathan Doherty,3.8047999999999984,1,13.12,0,4
Qtr 4,2014,Art,United States,Jonathan Doherty,,,,,
Qtr 2,2015,Art,United States,Jonathan Doherty,,,,,
Qtr 3,2015,Art,United States,Jonathan Doherty,,,,,
Qtr 4,2015,Art,United States,Jonathan Doherty,,,,,
Qtr 2,2016,Art,United States,Jonathan Doherty,,,,,
Qtr 3,2016,Art,United States,Jonathan Doherty,5.580000000000001,1,22.32,0,3
Qtr 4,2016,Art,United States,Jonathan Doherty,,,,,
Qtr 2,2017,Art,United States,Jonathan Doherty,,,,,
Qtr 3,2017,Art,United States,Jonathan Doherty,,,,,
Qtr 4,2017,Art,United States,Jonathan Doherty,,,,,
Qtr 2,2014,Art,United States,Joni Blumstein,,,,,
Qtr 3,2014,Art,United States,Joni Blumstein,,,,,
Qtr 4,2014,Art,United States,Joni Blumstein,,,,,
Qtr 2,2015,Art,United States,Joni Blumstein,,,,,
Qtr 3,2015,Art,United States,Joni Blumstein,,,,,
Qtr 4,2015,Art,United States,Joni Blumstein,2.7168,1,27.168000000000003,0.2,2
Qtr 2,2016,Art,United States,Joni Blumstein,,,,,
Qtr 3,2016,Art,United States,Joni Blumstein,,,,,
Qtr 4,2016,Art,United States,Joni Blumstein,,,,,
Qtr 2,2017,Art,United States,Joni Blumstein,,,,,
Qtr 3,2017,Art,United States,Joni Blumstein,,,,,
Qtr 4,2017,Art,United States,Joni Blumstein,,,,,
Qtr 2,2014,Art,United States,Joni Wasserman,,,,,
Qtr 3,2014,Art,United States,Joni Wasserman,,,,,
Qtr 4,2014,Art,United States,Joni Wasserman,,,,,
Qtr 2,2015,Art,United States,Joni Wasserman,,,,,
Qtr 3,2015,Art,United States,Joni Wasserman,,,,,
Qtr 4,2015,Art,United States,Joni Wasserman,,,,,
Qtr 2,2016,Art,United States,Joni Wasserman,,,,,
Qtr 3,2016,Art,United States,Joni Wasserman,,,,,
Qtr 4,2016,Art,United States,Joni Wasserman,,,,,
Qtr 2,2017,Art,United States,Joni Wasserman,,,,,
Qtr 3,2017,Art,United States,Joni Wasserman,31.689600000000002,2,116.48000000000002,0,12
Qtr 4,2017,Art,United States,Joni Wasserman,,,,,
Qtr 2,2014,Art,United States,Joseph Airdo,,,,,
Qtr 3,2014,Art,United States,Joseph Airdo,5.241199999999995,2,43.504,0.4,5
Qtr 4,2014,Art,United States,Joseph Airdo,,,,,
Qtr 2,2015,Art,United States,Joseph Airdo,,,,,
Qtr 3,2015,Art,United States,Joseph Airdo,,,,,
Qtr 4,2015,Art,United States,Joseph Airdo,,,,,
Qtr 2,2016,Art,United States,Joseph Airdo,,,,,
Qtr 3,2016,Art,United States,Joseph Airdo,2.99,1,11.96,0,2
Qtr 4,2016,Art,United States,Joseph Airdo,,,,,
Qtr 2,2017,Art,United States,Joseph Airdo,,,,,
Qtr 3,2017,Art,United States,Joseph Airdo,,,,,
Qtr 4,2017,Art,United States,Joseph Airdo,,,,,
Qtr 2,2014,Art,United States,Julia West,,,,,
Qtr 3,2014,Art,United States,Julia West,,,,,
Qtr 4,2014,Art,United States,Julia West,,,,,
Qtr 2,2015,Art,United States,Julia West,,,,,
Qtr 3,2015,Art,United States,Julia West,,,,,
Qtr 4,2015,Art,United States,Julia West,,,,,
Qtr 2,2016,Art,United States,Julia West,9.919999999999991,1,79.36,0.2,5
Qtr 3,2016,Art,United States,Julia West,6.9552,1,16.56,0,4
Qtr 4,2016,Art,United States,Julia West,,,,,
Qtr 2,2017,Art,United States,Julia West,,,,,
Qtr 3,2017,Art,United States,Julia West,,,,,
Qtr 4,2017,Art,United States,Julia West,,,,,
Qtr 2,2014,Art,United States,Juliana Krohn,,,,,
Qtr 3,2014,Art,United States,Juliana Krohn,,,,,
Qtr 4,2014,Art,United States,Juliana Krohn,,,,,
Qtr 2,2015,Art,United States,Juliana Krohn,,,,,
Qtr 3,2015,Art,United States,Juliana Krohn,,,,,
Qtr 4,2015,Art,United States,Juliana Krohn,,,,,
Qtr 2,2016,Art,United States,Juliana Krohn,,,,,
Qtr 3,2016,Art,United States,Juliana Krohn,,,,,
Qtr 4,2016,Art,United States,Juliana Krohn,,,,,
Qtr 2,2017,Art,United States,Juliana Krohn,,,,,
Qtr 3,2017,Art,United States,Juliana Krohn,,,,,
Qtr 4,2017,Art,United States,Juliana Krohn,10.703699999999987,1,95.14399999999999,0.2,7
Qtr 2,2014,Art,United States,Julie Kriz,,,,,
Qtr 3,2014,Art,United States,Julie Kriz,,,,,
Qtr 4,2014,Art,United States,Julie Kriz,,,,,
Qtr 2,2015,Art,United States,Julie Kriz,,,,,
Qtr 3,2015,Art,United States,Julie Kriz,12.511800000000001,1,29.79,0,3
Qtr 4,2015,Art,United States,Julie Kriz,,,,,
Qtr 2,2016,Art,United States,Julie Kriz,,,,,
Qtr 3,2016,Art,United States,Julie Kriz,,,,,
Qtr 4,2016,Art,United States,Julie Kriz,,,,,
Qtr 2,2017,Art,United States,Julie Kriz,0.5903999999999991,1,5.248,0.2,2
Qtr 3,2017,Art,United States,Julie Kriz,3.7979999999999947,1,30.384,0.2,1
Qtr 4,2017,Art,United States,Julie Kriz,,,,,
Qtr 2,2014,Art,United States,Julie Prescott,,,,,
Qtr 3,2014,Art,United States,Julie Prescott,,,,,
Qtr 4,2014,Art,United States,Julie Prescott,,,,,
Qtr 2,2015,Art,United States,Julie Prescott,,,,,
Qtr 3,2015,Art,United States,Julie Prescott,,,,,
Qtr 4,2015,Art,United States,Julie Prescott,,,,,
Qtr 2,2016,Art,United States,Julie Prescott,,,,,
Qtr 3,2016,Art,United States,Julie Prescott,,,,,
Qtr 4,2016,Art,United States,Julie Prescott,,,,,
Qtr 2,2017,Art,United States,Julie Prescott,1.1555999999999984,1,10.272000000000002,0.2,3
Qtr 3,2017,Art,United States,Julie Prescott,13.452000000000002,1,35.4,0,5
Qtr 4,2017,Art,United States,Julie Prescott,,,,,
Qtr 2,2014,Art,United States,Justin MacKendrick,45.487,1,174.95000000000002,0,5
Qtr 3,2014,Art,United States,Justin MacKendrick,,,,,
Qtr 4,2014,Art,United States,Justin MacKendrick,,,,,
Qtr 2,2015,Art,United States,Justin MacKendrick,,,,,
Qtr 3,2015,Art,United States,Justin MacKendrick,,,,,
Qtr 4,2015,Art,United States,Justin MacKendrick,,,,,
Qtr 2,2016,Art,United States,Justin MacKendrick,,,,,
Qtr 3,2016,Art,United States,Justin MacKendrick,,,,,
Qtr 4,2016,Art,United States,Justin MacKendrick,,,,,
Qtr 2,2017,Art,United States,Justin MacKendrick,,,,,
Qtr 3,2017,Art,United States,Justin MacKendrick,,,,,
Qtr 4,2017,Art,United States,Justin MacKendrick,,,,,
Qtr 2,2014,Art,United States,Justin Ritter,,,,,
Qtr 3,2014,Art,United States,Justin Ritter,,,,,
Qtr 4,2014,Art,United States,Justin Ritter,,,,,
Qtr 2,2015,Art,United States,Justin Ritter,,,,,
Qtr 3,2015,Art,United States,Justin Ritter,,,,,
Qtr 4,2015,Art,United States,Justin Ritter,,,,,
Qtr 2,2016,Art,United States,Justin Ritter,,,,,
Qtr 3,2016,Art,United States,Justin Ritter,,,,,
Qtr 4,2016,Art,United States,Justin Ritter,,,,,
Qtr 2,2017,Art,United States,Justin Ritter,,,,,
Qtr 3,2017,Art,United States,Justin Ritter,6.553800000000001,1,23.832,0.2,3
Qtr 4,2017,Art,United States,Justin Ritter,,,,,
Qtr 2,2014,Art,United States,Kalyca Meade,,,,,
Qtr 3,2014,Art,United States,Kalyca Meade,,,,,
Qtr 4,2014,Art,United States,Kalyca Meade,,,,,
Qtr 2,2015,Art,United States,Kalyca Meade,,,,,
Qtr 3,2015,Art,United States,Kalyca Meade,,,,,
Qtr 4,2015,Art,United States,Kalyca Meade,9.302399999999999,1,27.36,0,9
Qtr 2,2016,Art,United States,Kalyca Meade,,,,,
Qtr 3,2016,Art,United States,Kalyca Meade,,,,,
Qtr 4,2016,Art,United States,Kalyca Meade,,,,,
Qtr 2,2017,Art,United States,Kalyca Meade,,,,,
Qtr 3,2017,Art,United States,Kalyca Meade,,,,,
Qtr 4,2017,Art,United States,Kalyca Meade,18.2793,3,60.354000000000006,0.2,12
Qtr 2,2014,Art,United States,Karen Carlisle,,,,,
Qtr 3,2014,Art,United States,Karen Carlisle,,,,,
Qtr 4,2014,Art,United States,Karen Carlisle,,,,,
Qtr 2,2015,Art,United States,Karen Carlisle,,,,,
Qtr 3,2015,Art,United States,Karen Carlisle,1.6128,1,5.76,0,2
Qtr 4,2015,Art,United States,Karen Carlisle,,,,,
Qtr 2,2016,Art,United States,Karen Carlisle,,,,,
Qtr 3,2016,Art,United States,Karen Carlisle,,,,,
Qtr 4,2016,Art,United States,Karen Carlisle,,,,,
Qtr 2,2017,Art,United States,Karen Carlisle,,,,,
Qtr 3,2017,Art,United States,Karen Carlisle,,,,,
Qtr 4,2017,Art,United States,Karen Carlisle,,,,,
Qtr 2,2014,Art,United States,Karen Daniels,,,,,
Qtr 3,2014,Art,United States,Karen Daniels,,,,,
Qtr 4,2014,Art,United States,Karen Daniels,6.756000000000004,1,67.56,0.2,3
Qtr 2,2015,Art,United States,Karen Daniels,,,,,
Qtr 3,2015,Art,United States,Karen Daniels,,,,,
Qtr 4,2015,Art,United States,Karen Daniels,,,,,
Qtr 2,2016,Art,United States,Karen Daniels,,,,,
Qtr 3,2016,Art,United States,Karen Daniels,19.6248,1,75.48,0,2
Qtr 4,2016,Art,United States,Karen Daniels,,,,,
Qtr 2,2017,Art,United States,Karen Daniels,,,,,
Qtr 3,2017,Art,United States,Karen Daniels,,,,,
Qtr 4,2017,Art,United States,Karen Daniels,,,,,
Qtr 2,2014,Art,United States,Karen Ferguson,,,,,
Qtr 3,2014,Art,United States,Karen Ferguson,,,,,
Qtr 4,2014,Art,United States,Karen Ferguson,,,,,
Qtr 2,2015,Art,United States,Karen Ferguson,,,,,
Qtr 3,2015,Art,United States,Karen Ferguson,,,,,
Qtr 4,2015,Art,United States,Karen Ferguson,,,,,
Qtr 2,2016,Art,United States,Karen Ferguson,,,,,
Qtr 3,2016,Art,United States,Karen Ferguson,,,,,
Qtr 4,2016,Art,United States,Karen Ferguson,,,,,
Qtr 2,2017,Art,United States,Karen Ferguson,,,,,
Qtr 3,2017,Art,United States,Karen Ferguson,8.6736,2,27,0,7
Qtr 4,2017,Art,United States,Karen Ferguson,,,,,
Qtr 2,2014,Art,United States,Karl Braun,,,,,
Qtr 3,2014,Art,United States,Karl Braun,,,,,
Qtr 4,2014,Art,United States,Karl Braun,,,,,
Qtr 2,2015,Art,United States,Karl Braun,14.345999999999995,1,47.82,0,3
Qtr 3,2015,Art,United States,Karl Braun,,,,,
Qtr 4,2015,Art,United States,Karl Braun,,,,,
Qtr 2,2016,Art,United States,Karl Braun,,,,,
Qtr 3,2016,Art,United States,Karl Braun,,,,,
Qtr 4,2016,Art,United States,Karl Braun,,,,,
Qtr 2,2017,Art,United States,Karl Braun,,,,,
Qtr 3,2017,Art,United States,Karl Braun,,,,,
Qtr 4,2017,Art,United States,Karl Braun,,,,,
Qtr 2,2014,Art,United States,Katherine Ducich,,,,,
Qtr 3,2014,Art,United States,Katherine Ducich,16.17,1,57.75,0,5
Qtr 4,2014,Art,United States,Katherine Ducich,,,,,
Qtr 2,2015,Art,United States,Katherine Ducich,,,,,
Qtr 3,2015,Art,United States,Katherine Ducich,,,,,
Qtr 4,2015,Art,United States,Katherine Ducich,,,,,
Qtr 2,2016,Art,United States,Katherine Ducich,,,,,
Qtr 3,2016,Art,United States,Katherine Ducich,,,,,
Qtr 4,2016,Art,United States,Katherine Ducich,,,,,
Qtr 2,2017,Art,United States,Katherine Ducich,,,,,
Qtr 3,2017,Art,United States,Katherine Ducich,,,,,
Qtr 4,2017,Art,United States,Katherine Ducich,,,,,
Qtr 2,2014,Art,United States,Katherine Hughes,,,,,
Qtr 3,2014,Art,United States,Katherine Hughes,,,,,
Qtr 4,2014,Art,United States,Katherine Hughes,,,,,
Qtr 2,2015,Art,United States,Katherine Hughes,,,,,
Qtr 3,2015,Art,United States,Katherine Hughes,,,,,
Qtr 4,2015,Art,United States,Katherine Hughes,,,,,
Qtr 2,2016,Art,United States,Katherine Hughes,,,,,
Qtr 3,2016,Art,United States,Katherine Hughes,3.157,1,7.7,0,2
Qtr 4,2016,Art,United States,Katherine Hughes,,,,,
Qtr 2,2017,Art,United States,Katherine Hughes,,,,,
Qtr 3,2017,Art,United States,Katherine Hughes,,,,,
Qtr 4,2017,Art,United States,Katherine Hughes,10.028199999999998,1,34.58,0,1
Qtr 2,2014,Art,United States,Katherine Murray,,,,,
Qtr 3,2014,Art,United States,Katherine Murray,,,,,
Qtr 4,2014,Art,United States,Katherine Murray,,,,,
Qtr 2,2015,Art,United States,Katherine Murray,,,,,
Qtr 3,2015,Art,United States,Katherine Murray,,,,,
Qtr 4,2015,Art,United States,Katherine Murray,,,,,
Qtr 2,2016,Art,United States,Katherine Murray,,,,,
Qtr 3,2016,Art,United States,Katherine Murray,,,,,
Qtr 4,2016,Art,United States,Katherine Murray,,,,,
Qtr 2,2017,Art,United States,Katherine Murray,,,,,
Qtr 3,2017,Art,United States,Katherine Murray,,,,,
Qtr 4,2017,Art,United States,Katherine Murray,1.4189999999999996,1,4.3,0,2
Qtr 2,2014,Art,United States,Katrina Bavinger,,,,,
Qtr 3,2014,Art,United States,Katrina Bavinger,,,,,
Qtr 4,2014,Art,United States,Katrina Bavinger,,,,,
Qtr 2,2015,Art,United States,Katrina Bavinger,,,,,
Qtr 3,2015,Art,United States,Katrina Bavinger,,,,,
Qtr 4,2015,Art,United States,Katrina Bavinger,30.950400000000002,1,119.03999999999999,0,6
Qtr 2,2016,Art,United States,Katrina Bavinger,,,,,
Qtr 3,2016,Art,United States,Katrina Bavinger,,,,,
Qtr 4,2016,Art,United States,Katrina Bavinger,,,,,
Qtr 2,2017,Art,United States,Katrina Bavinger,,,,,
Qtr 3,2017,Art,United States,Katrina Bavinger,2.2239999999999998,1,5.56,0,2
Qtr 4,2017,Art,United States,Katrina Bavinger,,,,,
Qtr 2,2014,Art,United States,Katrina Willman,,,,,
Qtr 3,2014,Art,United States,Katrina Willman,,,,,
Qtr 4,2014,Art,United States,Katrina Willman,,,,,
Qtr 2,2015,Art,United States,Katrina Willman,,,,,
Qtr 3,2015,Art,United States,Katrina Willman,,,,,
Qtr 4,2015,Art,United States,Katrina Willman,,,,,
Qtr 2,2016,Art,United States,Katrina Willman,,,,,
Qtr 3,2016,Art,United States,Katrina Willman,,,,,
Qtr 4,2016,Art,United States,Katrina Willman,,,,,
Qtr 2,2017,Art,United States,Katrina Willman,,,,,
Qtr 3,2017,Art,United States,Katrina Willman,1.4455999999999998,1,5.56,0,2
Qtr 4,2017,Art,United States,Katrina Willman,,,,,
Qtr 2,2014,Art,United States,Kean Thornton,,,,,
Qtr 3,2014,Art,United States,Kean Thornton,,,,,
Qtr 4,2014,Art,United States,Kean Thornton,,,,,
Qtr 2,2015,Art,United States,Kean Thornton,,,,,
Qtr 3,2015,Art,United States,Kean Thornton,,,,,
Qtr 4,2015,Art,United States,Kean Thornton,0.7227999999999999,1,2.78,0,2
Qtr 2,2016,Art,United States,Kean Thornton,,,,,
Qtr 3,2016,Art,United States,Kean Thornton,,,,,
Qtr 4,2016,Art,United States,Kean Thornton,,,,,
Qtr 2,2017,Art,United States,Kean Thornton,,,,,
Qtr 3,2017,Art,United States,Kean Thornton,,,,,
Qtr 4,2017,Art,United States,Kean Thornton,,,,,
Qtr 2,2014,Art,United States,Keith Dawkins,,,,,
Qtr 3,2014,Art,United States,Keith Dawkins,,,,,
Qtr 4,2014,Art,United States,Keith Dawkins,,,,,
Qtr 2,2015,Art,United States,Keith Dawkins,,,,,
Qtr 3,2015,Art,United States,Keith Dawkins,,,,,
Qtr 4,2015,Art,United States,Keith Dawkins,17.285000000000004,2,60.199999999999996,0,4
Qtr 2,2016,Art,United States,Keith Dawkins,,,,,
Qtr 3,2016,Art,United States,Keith Dawkins,,,,,
Qtr 4,2016,Art,United States,Keith Dawkins,,,,,
Qtr 2,2017,Art,United States,Keith Dawkins,,,,,
Qtr 3,2017,Art,United States,Keith Dawkins,,,,,
Qtr 4,2017,Art,United States,Keith Dawkins,,,,,
Qtr 2,2014,Art,United States,Kelly Andreada,,,,,
Qtr 3,2014,Art,United States,Kelly Andreada,,,,,
Qtr 4,2014,Art,United States,Kelly Andreada,,,,,
Qtr 2,2015,Art,United States,Kelly Andreada,,,,,
Qtr 3,2015,Art,United States,Kelly Andreada,,,,,
Qtr 4,2015,Art,United States,Kelly Andreada,,,,,
Qtr 2,2016,Art,United States,Kelly Andreada,,,,,
Qtr 3,2016,Art,United States,Kelly Andreada,,,,,
Qtr 4,2016,Art,United States,Kelly Andreada,,,,,
Qtr 2,2017,Art,United States,Kelly Andreada,10.178999999999997,1,35.099999999999994,0,6
Qtr 3,2017,Art,United States,Kelly Andreada,,,,,
Qtr 4,2017,Art,United States,Kelly Andreada,7.3709999999999996,1,16.38,0,9
Qtr 2,2014,Art,United States,Kelly Lampkin,,,,,
Qtr 3,2014,Art,United States,Kelly Lampkin,,,,,
Qtr 4,2014,Art,United States,Kelly Lampkin,,,,,
Qtr 2,2015,Art,United States,Kelly Lampkin,,,,,
Qtr 3,2015,Art,United States,Kelly Lampkin,,,,,
Qtr 4,2015,Art,United States,Kelly Lampkin,,,,,
Qtr 2,2016,Art,United States,Kelly Lampkin,,,,,
Qtr 3,2016,Art,United States,Kelly Lampkin,0.30700000000000016,1,4.912,0.2,2
Qtr 4,2016,Art,United States,Kelly Lampkin,1.638,1,3.64,0,2
Qtr 2,2017,Art,United States,Kelly Lampkin,,,,,
Qtr 3,2017,Art,United States,Kelly Lampkin,,,,,
Qtr 4,2017,Art,United States,Kelly Lampkin,,,,,
Qtr 2,2014,Art,United States,Ken Black,,,,,
Qtr 3,2014,Art,United States,Ken Black,,,,,
Qtr 4,2014,Art,United States,Ken Black,,,,,
Qtr 2,2015,Art,United States,Ken Black,9.702,1,34.650000000000006,0,3
Qtr 3,2015,Art,United States,Ken Black,,,,,
Qtr 4,2015,Art,United States,Ken Black,,,,,
Qtr 2,2016,Art,United States,Ken Black,,,,,
Qtr 3,2016,Art,United States,Ken Black,6.157200000000003,1,70.368,0.2,2
Qtr 4,2016,Art,United States,Ken Black,5.0596,1,19.459999999999997,0,7
Qtr 2,2017,Art,United States,Ken Black,,,,,
Qtr 3,2017,Art,United States,Ken Black,,,,,
Qtr 4,2017,Art,United States,Ken Black,,,,,
Qtr 2,2014,Art,United States,Ken Brennan,,,,,
Qtr 3,2014,Art,United States,Ken Brennan,,,,,
Qtr 4,2014,Art,United States,Ken Brennan,2.853599999999999,1,9.84,0,3
Qtr 2,2015,Art,United States,Ken Brennan,,,,,
Qtr 3,2015,Art,United States,Ken Brennan,,,,,
Qtr 4,2015,Art,United States,Ken Brennan,,,,,
Qtr 2,2016,Art,United States,Ken Brennan,,,,,
Qtr 3,2016,Art,United States,Ken Brennan,,,,,
Qtr 4,2016,Art,United States,Ken Brennan,,,,,
Qtr 2,2017,Art,United States,Ken Brennan,,,,,
Qtr 3,2017,Art,United States,Ken Brennan,,,,,
Qtr 4,2017,Art,United States,Ken Brennan,,,,,
Qtr 2,2014,Art,United States,Ken Heidel,,,,,
Qtr 3,2014,Art,United States,Ken Heidel,,,,,
Qtr 4,2014,Art,United States,Ken Heidel,0.8988,1,10.272000000000002,0.2,3
Qtr 2,2015,Art,United States,Ken Heidel,,,,,
Qtr 3,2015,Art,United States,Ken Heidel,,,,,
Qtr 4,2015,Art,United States,Ken Heidel,,,,,
Qtr 2,2016,Art,United States,Ken Heidel,,,,,
Qtr 3,2016,Art,United States,Ken Heidel,,,,,
Qtr 4,2016,Art,United States,Ken Heidel,,,,,
Qtr 2,2017,Art,United States,Ken Heidel,,,,,
Qtr 3,2017,Art,United States,Ken Heidel,,,,,
Qtr 4,2017,Art,United States,Ken Heidel,0.5004,1,6.671999999999999,0.2,6
Qtr 2,2014,Art,United States,Ken Lonsdale,,,,,
Qtr 3,2014,Art,United States,Ken Lonsdale,,,,,
Qtr 4,2014,Art,United States,Ken Lonsdale,,,,,
Qtr 2,2015,Art,United States,Ken Lonsdale,,,,,
Qtr 3,2015,Art,United States,Ken Lonsdale,,,,,
Qtr 4,2015,Art,United States,Ken Lonsdale,,,,,
Qtr 2,2016,Art,United States,Ken Lonsdale,1.2037999999999995,1,7.408,0.2,2
Qtr 3,2016,Art,United States,Ken Lonsdale,,,,,
Qtr 4,2016,Art,United States,Ken Lonsdale,,,,,
Qtr 2,2017,Art,United States,Ken Lonsdale,,,,,
Qtr 3,2017,Art,United States,Ken Lonsdale,,,,,
Qtr 4,2017,Art,United States,Ken Lonsdale,,,,,
Qtr 2,2014,Art,United States,Khloe Miller,,,,,
Qtr 3,2014,Art,United States,Khloe Miller,,,,,
Qtr 4,2014,Art,United States,Khloe Miller,3.1752000000000002,1,11.76,0,4
Qtr 2,2015,Art,United States,Khloe Miller,,,,,
Qtr 3,2015,Art,United States,Khloe Miller,,,,,
Qtr 4,2015,Art,United States,Khloe Miller,0.49839999999999995,1,1.78,0,1
Qtr 2,2016,Art,United States,Khloe Miller,,,,,
Qtr 3,2016,Art,United States,Khloe Miller,,,,,
Qtr 4,2016,Art,United States,Khloe Miller,,,,,
Qtr 2,2017,Art,United States,Khloe Miller,,,,,
Qtr 3,2017,Art,United States,Khloe Miller,,,,,
Qtr 4,2017,Art,United States,Khloe Miller,,,,,
Qtr 2,2014,Art,United States,Kristina Nunn,,,,,
Qtr 3,2014,Art,United States,Kristina Nunn,,,,,
Qtr 4,2014,Art,United States,Kristina Nunn,,,,,
Qtr 2,2015,Art,United States,Kristina Nunn,,,,,
Qtr 3,2015,Art,United States,Kristina Nunn,,,,,
Qtr 4,2015,Art,United States,Kristina Nunn,,,,,
Qtr 2,2016,Art,United States,Kristina Nunn,,,,,
Qtr 3,2016,Art,United States,Kristina Nunn,,,,,
Qtr 4,2016,Art,United States,Kristina Nunn,,,,,
Qtr 2,2017,Art,United States,Kristina Nunn,1.0903999999999998,1,3.76,0,2
Qtr 3,2017,Art,United States,Kristina Nunn,1.4455999999999998,1,5.56,0,2
Qtr 4,2017,Art,United States,Kristina Nunn,,,,,
Qtr 2,2014,Art,United States,Kunst Miller,1.008,1,2.688,0.2,2
Qtr 3,2014,Art,United States,Kunst Miller,,,,,
Qtr 4,2014,Art,United States,Kunst Miller,,,,,
Qtr 2,2015,Art,United States,Kunst Miller,,,,,
Qtr 3,2015,Art,United States,Kunst Miller,4.220799999999998,2,31.04,0.4,9
Qtr 4,2015,Art,United States,Kunst Miller,,,,,
Qtr 2,2016,Art,United States,Kunst Miller,19.465999999999994,2,75.24,0,4
Qtr 3,2016,Art,United States,Kunst Miller,,,,,
Qtr 4,2016,Art,United States,Kunst Miller,,,,,
Qtr 2,2017,Art,United States,Kunst Miller,,,,,
Qtr 3,2017,Art,United States,Kunst Miller,,,,,
Qtr 4,2017,Art,United States,Kunst Miller,,,,,
Qtr 2,2014,Art,United States,Larry Hughes,,,,,
Qtr 3,2014,Art,United States,Larry Hughes,,,,,
Qtr 4,2014,Art,United States,Larry Hughes,,,,,
Qtr 2,2015,Art,United States,Larry Hughes,,,,,
Qtr 3,2015,Art,United States,Larry Hughes,,,,,
Qtr 4,2015,Art,United States,Larry Hughes,,,,,
Qtr 2,2016,Art,United States,Larry Hughes,,,,,
Qtr 3,2016,Art,United States,Larry Hughes,,,,,
Qtr 4,2016,Art,United States,Larry Hughes,,,,,
Qtr 2,2017,Art,United States,Larry Hughes,0.6671999999999998,1,8.895999999999999,0.2,4
Qtr 3,2017,Art,United States,Larry Hughes,,,,,
Qtr 4,2017,Art,United States,Larry Hughes,,,,,
Qtr 2,2014,Art,United States,Larry Tron,,,,,
