Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.City,Orders.Customer ID,Orders.Customer Name,Orders.Order ID,Sum(Orders.Discount)
2015,Office Supplies,Art,West,United States,Portland,TB-21595,Troy Blackwell,US-2014-139640,
2016,Office Supplies,Art,West,United States,Portland,TB-21595,Troy Blackwell,US-2014-139640,
2017,Office Supplies,Art,West,United States,Portland,TB-21595,Troy Blackwell,US-2014-139640,
2014,Office Supplies,Art,West,United States,Pueblo,FC-14335,Fred Chung,CA-2015-107741,
2015,Office Supplies,Art,West,United States,Pueblo,FC-14335,Fred Chung,CA-2015-107741,0.2
2016,Office Supplies,Art,West,United States,Pueblo,FC-14335,Fred Chung,CA-2015-107741,
2017,Office Supplies,Art,West,United States,Pueblo,FC-14335,Fred Chung,CA-2015-107741,
2014,Office Supplies,Art,West,United States,Redlands,CM-12445,Chuck Magee,CA-2016-145898,
2015,Office Supplies,Art,West,United States,Redlands,CM-12445,Chuck Magee,CA-2016-145898,
2016,Office Supplies,Art,West,United States,Redlands,CM-12445,Chuck Magee,CA-2016-145898,0
2017,Office Supplies,Art,West,United States,Redlands,CM-12445,Chuck Magee,CA-2016-145898,
2014,Office Supplies,Art,West,United States,Redlands,SC-20725,Steven Cartwright,CA-2015-165057,
2015,Office Supplies,Art,West,United States,Redlands,SC-20725,Steven Cartwright,CA-2015-165057,0
2016,Office Supplies,Art,West,United States,Redlands,SC-20725,Steven Cartwright,CA-2015-165057,
2017,Office Supplies,Art,West,United States,Redlands,SC-20725,Steven Cartwright,CA-2015-165057,
2014,Office Supplies,Art,West,United States,Redlands,SG-20080,Sandra Glassco,CA-2015-164882,
2015,Office Supplies,Art,West,United States,Redlands,SG-20080,Sandra Glassco,CA-2015-164882,0
2016,Office Supplies,Art,West,United States,Redlands,SG-20080,Sandra Glassco,CA-2015-164882,
2017,Office Supplies,Art,West,United States,Redlands,SG-20080,Sandra Glassco,CA-2015-164882,
2014,Office Supplies,Art,West,United States,Reno,KL-16555,Kelly Lampkin,CA-2017-160395,
2015,Office Supplies,Art,West,United States,Reno,KL-16555,Kelly Lampkin,CA-2017-160395,
2016,Office Supplies,Art,West,United States,Reno,KL-16555,Kelly Lampkin,CA-2017-160395,0
2017,Office Supplies,Art,West,United States,Reno,KL-16555,Kelly Lampkin,CA-2017-160395,
2014,Office Supplies,Art,West,United States,Riverside,JC-15340,Jasper Cacioppo,CA-2016-102792,
2015,Office Supplies,Art,West,United States,Riverside,JC-15340,Jasper Cacioppo,CA-2016-102792,
2016,Office Supplies,Art,West,United States,Riverside,JC-15340,Jasper Cacioppo,CA-2016-102792,0
2017,Office Supplies,Art,West,United States,Riverside,JC-15340,Jasper Cacioppo,CA-2016-102792,
2014,Office Supplies,Art,West,United States,Riverside,JD-15895,Jonathan Doherty,CA-2014-127866,0
2015,Office Supplies,Art,West,United States,Riverside,JD-15895,Jonathan Doherty,CA-2014-127866,
2016,Office Supplies,Art,West,United States,Riverside,JD-15895,Jonathan Doherty,CA-2014-127866,
2017,Office Supplies,Art,West,United States,Riverside,JD-15895,Jonathan Doherty,CA-2014-127866,
2014,Office Supplies,Art,West,United States,Riverside,TB-21190,Thomas Brumley,CA-2017-162096,
2015,Office Supplies,Art,West,United States,Riverside,TB-21190,Thomas Brumley,CA-2017-162096,
2016,Office Supplies,Art,West,United States,Riverside,TB-21190,Thomas Brumley,CA-2017-162096,
2017,Office Supplies,Art,West,United States,Riverside,TB-21190,Thomas Brumley,CA-2017-162096,0
2014,Office Supplies,Art,West,United States,Roseville,LC-16885,Lena Creighton,CA-2016-145583,
2015,Office Supplies,Art,West,United States,Roseville,LC-16885,Lena Creighton,CA-2016-145583,
2016,Office Supplies,Art,West,United States,Roseville,LC-16885,Lena Creighton,CA-2016-145583,0
2017,Office Supplies,Art,West,United States,Roseville,LC-16885,Lena Creighton,CA-2016-145583,
2014,Office Supplies,Art,West,United States,Roseville,RB-19435,Richard Bierner,US-2014-103338,0
2015,Office Supplies,Art,West,United States,Roseville,RB-19435,Richard Bierner,US-2014-103338,
2016,Office Supplies,Art,West,United States,Roseville,RB-19435,Richard Bierner,US-2014-103338,
2017,Office Supplies,Art,West,United States,Roseville,RB-19435,Richard Bierner,US-2014-103338,
2014,Office Supplies,Art,West,United States,Salem,AA-10375,Allen Armold,CA-2015-109939,
2015,Office Supplies,Art,West,United States,Salem,AA-10375,Allen Armold,CA-2015-109939,0.2
2016,Office Supplies,Art,West,United States,Salem,AA-10375,Allen Armold,CA-2015-109939,
2017,Office Supplies,Art,West,United States,Salem,AA-10375,Allen Armold,CA-2015-109939,
2014,Office Supplies,Art,West,United States,Salem,AH-10120,Adrian Hane,CA-2016-145261,
2015,Office Supplies,Art,West,United States,Salem,AH-10120,Adrian Hane,CA-2016-145261,
2016,Office Supplies,Art,West,United States,Salem,AH-10120,Adrian Hane,CA-2016-145261,0.2
2017,Office Supplies,Art,West,United States,Salem,AH-10120,Adrian Hane,CA-2016-145261,
2014,Office Supplies,Art,West,United States,Salem,GA-14725,Guy Armstrong,US-2015-110163,
2015,Office Supplies,Art,West,United States,Salem,GA-14725,Guy Armstrong,US-2015-110163,0.2
2016,Office Supplies,Art,West,United States,Salem,GA-14725,Guy Armstrong,US-2015-110163,
2017,Office Supplies,Art,West,United States,Salem,GA-14725,Guy Armstrong,US-2015-110163,
2014,Office Supplies,Art,West,United States,Salem,GK-14620,Grace Kelly,CA-2014-164469,0.4
2015,Office Supplies,Art,West,United States,Salem,GK-14620,Grace Kelly,CA-2014-164469,
2016,Office Supplies,Art,West,United States,Salem,GK-14620,Grace Kelly,CA-2014-164469,
2017,Office Supplies,Art,West,United States,Salem,GK-14620,Grace Kelly,CA-2014-164469,
2014,Office Supplies,Art,West,United States,Salem,SL-20155,Sara Luxemburg,CA-2017-156391,
2015,Office Supplies,Art,West,United States,Salem,SL-20155,Sara Luxemburg,CA-2017-156391,
2016,Office Supplies,Art,West,United States,Salem,SL-20155,Sara Luxemburg,CA-2017-156391,
2017,Office Supplies,Art,West,United States,Salem,SL-20155,Sara Luxemburg,CA-2017-156391,0.2
2014,Office Supplies,Art,West,United States,Salinas,DP-13105,Dave Poirier,CA-2016-152534,
2015,Office Supplies,Art,West,United States,Salinas,DP-13105,Dave Poirier,CA-2016-152534,
2016,Office Supplies,Art,West,United States,Salinas,DP-13105,Dave Poirier,CA-2016-152534,0
2017,Office Supplies,Art,West,United States,Salinas,DP-13105,Dave Poirier,CA-2016-152534,
2014,Office Supplies,Art,West,United States,San Diego,AJ-10960,Astrea Jones,CA-2017-123246,
2015,Office Supplies,Art,West,United States,San Diego,AJ-10960,Astrea Jones,CA-2017-123246,
2016,Office Supplies,Art,West,United States,San Diego,AJ-10960,Astrea Jones,CA-2017-123246,
2017,Office Supplies,Art,West,United States,San Diego,AJ-10960,Astrea Jones,CA-2017-123246,0
2014,Office Supplies,Art,West,United States,San Diego,BG-11740,Bruce Geld,CA-2015-154200,
2015,Office Supplies,Art,West,United States,San Diego,BG-11740,Bruce Geld,CA-2015-154200,0
2016,Office Supplies,Art,West,United States,San Diego,BG-11740,Bruce Geld,CA-2015-154200,
2017,Office Supplies,Art,West,United States,San Diego,BG-11740,Bruce Geld,CA-2015-154200,
2014,Office Supplies,Art,West,United States,San Diego,BT-11530,Bradley Talbott,CA-2014-104780,0
2015,Office Supplies,Art,West,United States,San Diego,BT-11530,Bradley Talbott,CA-2014-104780,
2016,Office Supplies,Art,West,United States,San Diego,BT-11530,Bradley Talbott,CA-2014-104780,
2017,Office Supplies,Art,West,United States,San Diego,BT-11530,Bradley Talbott,CA-2014-104780,
2014,Office Supplies,Art,West,United States,San Diego,BW-11110,Bart Watters,CA-2015-137302,
2015,Office Supplies,Art,West,United States,San Diego,BW-11110,Bart Watters,CA-2015-137302,0
2016,Office Supplies,Art,West,United States,San Diego,BW-11110,Bart Watters,CA-2015-137302,
2017,Office Supplies,Art,West,United States,San Diego,BW-11110,Bart Watters,CA-2015-137302,
2014,Office Supplies,Art,West,United States,San Diego,EJ-13720,Ed Jacobs,US-2014-117163,0
2015,Office Supplies,Art,West,United States,San Diego,EJ-13720,Ed Jacobs,US-2014-117163,
2016,Office Supplies,Art,West,United States,San Diego,EJ-13720,Ed Jacobs,US-2014-117163,
2017,Office Supplies,Art,West,United States,San Diego,EJ-13720,Ed Jacobs,US-2014-117163,
2014,Office Supplies,Art,West,United States,San Diego,KA-16525,Kelly Andreada,CA-2017-116498,
2015,Office Supplies,Art,West,United States,San Diego,KA-16525,Kelly Andreada,CA-2017-116498,
2016,Office Supplies,Art,West,United States,San Diego,KA-16525,Kelly Andreada,CA-2017-116498,
2017,Office Supplies,Art,West,United States,San Diego,KA-16525,Kelly Andreada,CA-2017-116498,0
2014,Office Supplies,Art,West,United States,San Diego,MG-17890,Michael Granlund,CA-2016-154053,
2015,Office Supplies,Art,West,United States,San Diego,MG-17890,Michael Granlund,CA-2016-154053,
2016,Office Supplies,Art,West,United States,San Diego,MG-17890,Michael Granlund,CA-2016-154053,0
2017,Office Supplies,Art,West,United States,San Diego,MG-17890,Michael Granlund,CA-2016-154053,
2014,Office Supplies,Art,West,United States,San Diego,NP-18325,Naresj Patel,CA-2015-143490,
2015,Office Supplies,Art,West,United States,San Diego,NP-18325,Naresj Patel,CA-2015-143490,0
2016,Office Supplies,Art,West,United States,San Diego,NP-18325,Naresj Patel,CA-2015-143490,
2017,Office Supplies,Art,West,United States,San Diego,NP-18325,Naresj Patel,CA-2015-143490,
2014,Office Supplies,Art,West,United States,San Diego,SB-20290,Sean Braxton,CA-2015-153794,
2015,Office Supplies,Art,West,United States,San Diego,SB-20290,Sean Braxton,CA-2015-153794,0
2016,Office Supplies,Art,West,United States,San Diego,SB-20290,Sean Braxton,CA-2015-153794,
2017,Office Supplies,Art,West,United States,San Diego,SB-20290,Sean Braxton,CA-2015-153794,
2014,Office Supplies,Art,West,United States,San Francisco,AG-10300,Aleksandra Gannaway,CA-2017-161823,
2015,Office Supplies,Art,West,United States,San Francisco,AG-10300,Aleksandra Gannaway,CA-2017-161823,
2016,Office Supplies,Art,West,United States,San Francisco,AG-10300,Aleksandra Gannaway,CA-2017-161823,
2017,Office Supplies,Art,West,United States,San Francisco,AG-10300,Aleksandra Gannaway,CA-2017-161823,0
2014,Office Supplies,Art,West,United States,San Francisco,BC-11125,Becky Castell,CA-2016-149335,
2015,Office Supplies,Art,West,United States,San Francisco,BC-11125,Becky Castell,CA-2016-149335,
2016,Office Supplies,Art,West,United States,San Francisco,BC-11125,Becky Castell,CA-2016-149335,0
2017,Office Supplies,Art,West,United States,San Francisco,BC-11125,Becky Castell,CA-2016-149335,
2014,Office Supplies,Art,West,United States,San Francisco,BC-11125,Becky Castell,CA-2017-113530,
2015,Office Supplies,Art,West,United States,San Francisco,BC-11125,Becky Castell,CA-2017-113530,
2016,Office Supplies,Art,West,United States,San Francisco,BC-11125,Becky Castell,CA-2017-113530,
2017,Office Supplies,Art,West,United States,San Francisco,BC-11125,Becky Castell,CA-2017-113530,0
2014,Office Supplies,Art,West,United States,San Francisco,BD-11605,Brian Dahlen,CA-2014-157147,0
2015,Office Supplies,Art,West,United States,San Francisco,BD-11605,Brian Dahlen,CA-2014-157147,
2016,Office Supplies,Art,West,United States,San Francisco,BD-11605,Brian Dahlen,CA-2014-157147,
2017,Office Supplies,Art,West,United States,San Francisco,BD-11605,Brian Dahlen,CA-2014-157147,
2014,Office Supplies,Art,West,United States,San Francisco,CA-12265,Christina Anderson,CA-2014-128237,0
2015,Office Supplies,Art,West,United States,San Francisco,CA-12265,Christina Anderson,CA-2014-128237,
2016,Office Supplies,Art,West,United States,San Francisco,CA-12265,Christina Anderson,CA-2014-128237,
2017,Office Supplies,Art,West,United States,San Francisco,CA-12265,Christina Anderson,CA-2014-128237,
2014,Office Supplies,Art,West,United States,San Francisco,CM-12385,Christopher Martinez,CA-2017-111738,
2015,Office Supplies,Art,West,United States,San Francisco,CM-12385,Christopher Martinez,CA-2017-111738,
2016,Office Supplies,Art,West,United States,San Francisco,CM-12385,Christopher Martinez,CA-2017-111738,
2017,Office Supplies,Art,West,United States,San Francisco,CM-12385,Christopher Martinez,CA-2017-111738,0
2014,Office Supplies,Art,West,United States,San Francisco,CM-12445,Chuck Magee,CA-2014-133851,0
2015,Office Supplies,Art,West,United States,San Francisco,CM-12445,Chuck Magee,CA-2014-133851,
2016,Office Supplies,Art,West,United States,San Francisco,CM-12445,Chuck Magee,CA-2014-133851,
2017,Office Supplies,Art,West,United States,San Francisco,CM-12445,Chuck Magee,CA-2014-133851,
2014,Office Supplies,Art,West,United States,San Francisco,DK-12835,Damala Kotsonis,CA-2014-141838,0
2015,Office Supplies,Art,West,United States,San Francisco,DK-12835,Damala Kotsonis,CA-2014-141838,
2016,Office Supplies,Art,West,United States,San Francisco,DK-12835,Damala Kotsonis,CA-2014-141838,
2017,Office Supplies,Art,West,United States,San Francisco,DK-12835,Damala Kotsonis,CA-2014-141838,
2014,Office Supplies,Art,West,United States,San Francisco,DN-13690,Duane Noonan,CA-2014-139451,0
2015,Office Supplies,Art,West,United States,San Francisco,DN-13690,Duane Noonan,CA-2014-139451,
2016,Office Supplies,Art,West,United States,San Francisco,DN-13690,Duane Noonan,CA-2014-139451,
2017,Office Supplies,Art,West,United States,San Francisco,DN-13690,Duane Noonan,CA-2014-139451,
2014,Office Supplies,Art,West,United States,San Francisco,DS-13030,Darrin Sayre,CA-2014-113271,0
2015,Office Supplies,Art,West,United States,San Francisco,DS-13030,Darrin Sayre,CA-2014-113271,
2016,Office Supplies,Art,West,United States,San Francisco,DS-13030,Darrin Sayre,CA-2014-113271,
2017,Office Supplies,Art,West,United States,San Francisco,DS-13030,Darrin Sayre,CA-2014-113271,
2014,Office Supplies,Art,West,United States,San Francisco,EH-14125,Eugene Hildebrand,CA-2017-112725,
2015,Office Supplies,Art,West,United States,San Francisco,EH-14125,Eugene Hildebrand,CA-2017-112725,
2016,Office Supplies,Art,West,United States,San Francisco,EH-14125,Eugene Hildebrand,CA-2017-112725,
2017,Office Supplies,Art,West,United States,San Francisco,EH-14125,Eugene Hildebrand,CA-2017-112725,0
2014,Office Supplies,Art,West,United States,San Francisco,FC-14245,Frank Carlisle,CA-2017-167640,
2015,Office Supplies,Art,West,United States,San Francisco,FC-14245,Frank Carlisle,CA-2017-167640,
2016,Office Supplies,Art,West,United States,San Francisco,FC-14245,Frank Carlisle,CA-2017-167640,
2017,Office Supplies,Art,West,United States,San Francisco,FC-14245,Frank Carlisle,CA-2017-167640,0
2014,Office Supplies,Art,West,United States,San Francisco,FG-14260,Frank Gastineau,CA-2017-106033,
2015,Office Supplies,Art,West,United States,San Francisco,FG-14260,Frank Gastineau,CA-2017-106033,
2016,Office Supplies,Art,West,United States,San Francisco,FG-14260,Frank Gastineau,CA-2017-106033,
2017,Office Supplies,Art,West,United States,San Francisco,FG-14260,Frank Gastineau,CA-2017-106033,0
2014,Office Supplies,Art,West,United States,San Francisco,GA-14515,George Ashbrook,CA-2015-155306,
2015,Office Supplies,Art,West,United States,San Francisco,GA-14515,George Ashbrook,CA-2015-155306,0
2016,Office Supplies,Art,West,United States,San Francisco,GA-14515,George Ashbrook,CA-2015-155306,
2017,Office Supplies,Art,West,United States,San Francisco,GA-14515,George Ashbrook,CA-2015-155306,
2014,Office Supplies,Art,West,United States,San Francisco,GM-14695,Greg Maxwell,CA-2016-100244,
2015,Office Supplies,Art,West,United States,San Francisco,GM-14695,Greg Maxwell,CA-2016-100244,
2016,Office Supplies,Art,West,United States,San Francisco,GM-14695,Greg Maxwell,CA-2016-100244,0
2017,Office Supplies,Art,West,United States,San Francisco,GM-14695,Greg Maxwell,CA-2016-100244,
2014,Office Supplies,Art,West,United States,San Francisco,GZ-14470,Gary Zandusky,US-2017-123463,
2015,Office Supplies,Art,West,United States,San Francisco,GZ-14470,Gary Zandusky,US-2017-123463,
2016,Office Supplies,Art,West,United States,San Francisco,GZ-14470,Gary Zandusky,US-2017-123463,
2017,Office Supplies,Art,West,United States,San Francisco,GZ-14470,Gary Zandusky,US-2017-123463,0
2014,Office Supplies,Art,West,United States,San Francisco,HF-14995,Herbert Flentye,CA-2014-153969,0
2015,Office Supplies,Art,West,United States,San Francisco,HF-14995,Herbert Flentye,CA-2014-153969,
2016,Office Supplies,Art,West,United States,San Francisco,HF-14995,Herbert Flentye,CA-2014-153969,
2017,Office Supplies,Art,West,United States,San Francisco,HF-14995,Herbert Flentye,CA-2014-153969,
2014,Office Supplies,Art,West,United States,San Francisco,JK-15205,Jamie Kunitz,CA-2017-123491,
2015,Office Supplies,Art,West,United States,San Francisco,JK-15205,Jamie Kunitz,CA-2017-123491,
2016,Office Supplies,Art,West,United States,San Francisco,JK-15205,Jamie Kunitz,CA-2017-123491,
2017,Office Supplies,Art,West,United States,San Francisco,JK-15205,Jamie Kunitz,CA-2017-123491,0
2014,Office Supplies,Art,West,United States,San Francisco,JK-15370,Jay Kimmel,US-2017-103828,
2015,Office Supplies,Art,West,United States,San Francisco,JK-15370,Jay Kimmel,US-2017-103828,
2016,Office Supplies,Art,West,United States,San Francisco,JK-15370,Jay Kimmel,US-2017-103828,
2017,Office Supplies,Art,West,United States,San Francisco,JK-15370,Jay Kimmel,US-2017-103828,0
2014,Office Supplies,Art,West,United States,San Francisco,JW-16075,Julia West,CA-2016-101385,
2015,Office Supplies,Art,West,United States,San Francisco,JW-16075,Julia West,CA-2016-101385,
2016,Office Supplies,Art,West,United States,San Francisco,JW-16075,Julia West,CA-2016-101385,0
2017,Office Supplies,Art,West,United States,San Francisco,JW-16075,Julia West,CA-2016-101385,
2014,Office Supplies,Art,West,United States,San Francisco,KB-16585,Ken Black,CA-2015-103716,
2015,Office Supplies,Art,West,United States,San Francisco,KB-16585,Ken Black,CA-2015-103716,0
2016,Office Supplies,Art,West,United States,San Francisco,KB-16585,Ken Black,CA-2015-103716,
2017,Office Supplies,Art,West,United States,San Francisco,KB-16585,Ken Black,CA-2015-103716,
2014,Office Supplies,Art,West,United States,San Francisco,LC-16870,Lena Cacioppo,CA-2015-150770,
2015,Office Supplies,Art,West,United States,San Francisco,LC-16870,Lena Cacioppo,CA-2015-150770,0
2016,Office Supplies,Art,West,United States,San Francisco,LC-16870,Lena Cacioppo,CA-2015-150770,
2017,Office Supplies,Art,West,United States,San Francisco,LC-16870,Lena Cacioppo,CA-2015-150770,
